"STATION","NAME","DATE","TAVG"
"CHM00058606","NANCHANG, CH","2010-02-02","45"
"CHM00058606","NANCHANG, CH","2010-02-03","41"
"CHM00058606","NANCHANG, CH","2010-02-04","42"
"CHM00058606","NANCHANG, CH","2010-02-05","43"
"CHM00058606","NANCHANG, CH","2010-02-06","45"
"CHM00058606","NANCHANG, CH","2010-02-07","49"
"CHM00058606","NANCHANG, CH","2010-02-08","56"
"CHM00058606","NANCHANG, CH","2010-02-09","64"
"CHM00058606","NANCHANG, CH","2010-02-10","53"
"CHM00058606","NANCHANG, CH","2010-02-11","38"
"CHM00058606","NANCHANG, CH","2010-02-12","35"
"CHM00058606","NANCHANG, CH","2010-02-13","34"
"CHM00058606","NANCHANG, CH","2010-02-14","35"
"CHM00058606","NANCHANG, CH","2010-02-15","36"
"CHM00058606","NANCHANG, CH","2010-02-16","36"
"CHM00058606","NANCHANG, CH","2010-02-17","40"
"CHM00058606","NANCHANG, CH","2010-02-18","42"
"CHM00058606","NANCHANG, CH","2010-02-19","44"
"CHM00058606","NANCHANG, CH","2010-02-20","45"
"CHM00058606","NANCHANG, CH","2010-02-21","52"
"CHM00058606","NANCHANG, CH","2010-02-22","57"
"CHM00058606","NANCHANG, CH","2010-02-23","61"
"CHM00058606","NANCHANG, CH","2010-02-24","73"
"CHM00058606","NANCHANG, CH","2010-02-25","70"
"CHM00058606","NANCHANG, CH","2010-02-26","60"
"CHM00058606","NANCHANG, CH","2010-02-27","56"
"CHM00058606","NANCHANG, CH","2010-02-28","61"
"CHM00058606","NANCHANG, CH","2010-03-01","54"
"CHM00058606","NANCHANG, CH","2010-03-02","47"
"CHM00058606","NANCHANG, CH","2010-03-03","44"
"CHM00058606","NANCHANG, CH","2010-03-04","45"
"CHM00058606","NANCHANG, CH","2010-03-05","45"
"CHM00058606","NANCHANG, CH","2010-03-06","42"
"CHM00058606","NANCHANG, CH","2010-03-07","39"
"CHM00058606","NANCHANG, CH","2010-03-08","39"
"CHM00058606","NANCHANG, CH","2010-03-09","40"
"CHM00058606","NANCHANG, CH","2010-03-10","39"
"CHM00058606","NANCHANG, CH","2010-03-11","47"
"CHM00058606","NANCHANG, CH","2010-03-12","57"
"CHM00058606","NANCHANG, CH","2010-03-13","60"
"CHM00058606","NANCHANG, CH","2010-03-14","63"
"CHM00058606","NANCHANG, CH","2010-03-15","54"
"CHM00058606","NANCHANG, CH","2010-03-16","55"
"CHM00058606","NANCHANG, CH","2010-03-17","60"
"CHM00058606","NANCHANG, CH","2010-03-18","65"
"CHM00058606","NANCHANG, CH","2010-03-19","71"
"CHM00058606","NANCHANG, CH","2010-03-20","70"
"CHM00058606","NANCHANG, CH","2010-03-21","66"
"CHM00058606","NANCHANG, CH","2010-03-22","70"
"CHM00058606","NANCHANG, CH","2010-03-23","52"
"CHM00058606","NANCHANG, CH","2010-03-24","47"
"CHM00058606","NANCHANG, CH","2010-03-25","53"
"CHM00058606","NANCHANG, CH","2010-03-26","54"
"CHM00058606","NANCHANG, CH","2010-03-27","56"
"CHM00058606","NANCHANG, CH","2010-03-28","60"
"CHM00058606","NANCHANG, CH","2010-03-29","64"
"CHM00058606","NANCHANG, CH","2010-03-30","59"
"CHM00058606","NANCHANG, CH","2010-03-31","62"
"CHM00058606","NANCHANG, CH","2010-04-01","60"
"CHM00058606","NANCHANG, CH","2010-04-02","56"
"CHM00058606","NANCHANG, CH","2010-04-03","54"
"CHM00058606","NANCHANG, CH","2010-04-04","55"
"CHM00058606","NANCHANG, CH","2010-04-05","63"
"CHM00058606","NANCHANG, CH","2010-04-06","62"
"CHM00058606","NANCHANG, CH","2010-04-07","52"
"CHM00058606","NANCHANG, CH","2010-04-08","50"
"CHM00058606","NANCHANG, CH","2010-04-09","54"
"CHM00058606","NANCHANG, CH","2010-04-10","59"
"CHM00058606","NANCHANG, CH","2010-04-11","58"
"CHM00058606","NANCHANG, CH","2010-04-12","58"
"CHM00058606","NANCHANG, CH","2010-04-13","50"
"CHM00058606","NANCHANG, CH","2010-04-14","44"
"CHM00058606","NANCHANG, CH","2010-04-15","46"
"CHM00058606","NANCHANG, CH","2010-04-16","51"
"CHM00058606","NANCHANG, CH","2010-04-17","60"
"CHM00058606","NANCHANG, CH","2010-04-18","66"
"CHM00058606","NANCHANG, CH","2010-04-19","69"
"CHM00058606","NANCHANG, CH","2010-04-20","69"
"CHM00058606","NANCHANG, CH","2010-04-21","69"
"CHM00058606","NANCHANG, CH","2010-04-22","59"
"CHM00058606","NANCHANG, CH","2010-04-23","62"
"CHM00058606","NANCHANG, CH","2010-04-24","65"
"CHM00058606","NANCHANG, CH","2010-04-25","66"
"CHM00058606","NANCHANG, CH","2010-04-26","62"
"CHM00058606","NANCHANG, CH","2010-04-27","65"
"CHM00058606","NANCHANG, CH","2010-04-28","71"
"CHM00058606","NANCHANG, CH","2010-04-29","68"
"CHM00058606","NANCHANG, CH","2010-04-30","73"
"CHM00058606","NANCHANG, CH","2010-05-01","77"
"CHM00058606","NANCHANG, CH","2010-05-02","80"
"CHM00058606","NANCHANG, CH","2010-05-03","81"
"CHM00058606","NANCHANG, CH","2010-05-04","80"
"CHM00058606","NANCHANG, CH","2010-05-05","75"
"CHM00058606","NANCHANG, CH","2010-05-06","72"
"CHM00058606","NANCHANG, CH","2010-05-07","72"
"CHM00058606","NANCHANG, CH","2010-05-08","68"
"CHM00058606","NANCHANG, CH","2010-05-09","67"
"CHM00058606","NANCHANG, CH","2010-05-10","69"
"CHM00058606","NANCHANG, CH","2010-05-11","73"
"CHM00058606","NANCHANG, CH","2010-05-12","74"
"CHM00058606","NANCHANG, CH","2010-05-13","66"
"CHM00058606","NANCHANG, CH","2010-05-14","64"
"CHM00058606","NANCHANG, CH","2010-05-15","68"
"CHM00058606","NANCHANG, CH","2010-05-16","73"
"CHM00058606","NANCHANG, CH","2010-05-17","77"
"CHM00058606","NANCHANG, CH","2010-05-18","72"
"CHM00058606","NANCHANG, CH","2010-05-19","71"
"CHM00058606","NANCHANG, CH","2010-05-20","75"
"CHM00058606","NANCHANG, CH","2010-05-21","76"
"CHM00058606","NANCHANG, CH","2010-05-22","69"
"CHM00058606","NANCHANG, CH","2010-05-23","71"
"CHM00058606","NANCHANG, CH","2010-05-24","74"
"CHM00058606","NANCHANG, CH","2010-05-25","79"
"CHM00058606","NANCHANG, CH","2010-05-26","80"
"CHM00058606","NANCHANG, CH","2010-05-27","76"
"CHM00058606","NANCHANG, CH","2010-05-28","71"
"CHM00058606","NANCHANG, CH","2010-05-29","72"
"CHM00058606","NANCHANG, CH","2010-05-30","75"
"CHM00058606","NANCHANG, CH","2010-05-31","80"
"CHM00058606","NANCHANG, CH","2010-06-01","76"
"CHM00058606","NANCHANG, CH","2010-06-02","71"
"CHM00058606","NANCHANG, CH","2010-06-03","74"
"CHM00058606","NANCHANG, CH","2010-06-04","76"
"CHM00058606","NANCHANG, CH","2010-06-05","76"
"CHM00058606","NANCHANG, CH","2010-06-06","77"
"CHM00058606","NANCHANG, CH","2010-06-07","76"
"CHM00058606","NANCHANG, CH","2010-06-08","73"
"CHM00058606","NANCHANG, CH","2010-06-09","72"
"CHM00058606","NANCHANG, CH","2010-06-10","72"
"CHM00058606","NANCHANG, CH","2010-06-11","73"
"CHM00058606","NANCHANG, CH","2010-06-12","76"
"CHM00058606","NANCHANG, CH","2010-06-13","74"
"CHM00058606","NANCHANG, CH","2010-06-14","72"
"CHM00058606","NANCHANG, CH","2010-06-15","77"
"CHM00058606","NANCHANG, CH","2010-06-16","81"
"CHM00058606","NANCHANG, CH","2010-06-17","77"
"CHM00058606","NANCHANG, CH","2010-06-18","81"
"CHM00058606","NANCHANG, CH","2010-06-19","76"
"CHM00058606","NANCHANG, CH","2010-06-20","77"
"CHM00058606","NANCHANG, CH","2010-06-21","80"
"CHM00058606","NANCHANG, CH","2010-06-22","80"
"CHM00058606","NANCHANG, CH","2010-06-23","77"
"CHM00058606","NANCHANG, CH","2010-06-24","75"
"CHM00058606","NANCHANG, CH","2010-06-25","78"
"CHM00058606","NANCHANG, CH","2010-06-26","80"
"CHM00058606","NANCHANG, CH","2010-06-27","82"
"CHM00058606","NANCHANG, CH","2010-06-28","81"
"CHM00058606","NANCHANG, CH","2010-06-29","81"
"CHM00058606","NANCHANG, CH","2010-06-30","87"
"CHM00058606","NANCHANG, CH","2010-07-01","90"
"CHM00058606","NANCHANG, CH","2010-07-02","90"
"CHM00058606","NANCHANG, CH","2010-07-03","91"
"CHM00058606","NANCHANG, CH","2010-07-04","92"
"CHM00058606","NANCHANG, CH","2010-07-05","90"
"CHM00058606","NANCHANG, CH","2010-07-06","82"
"CHM00058606","NANCHANG, CH","2010-07-07","85"
"CHM00058606","NANCHANG, CH","2010-07-08","87"
"CHM00058606","NANCHANG, CH","2010-07-09","81"
"CHM00058606","NANCHANG, CH","2010-07-10","85"
"CHM00058606","NANCHANG, CH","2010-07-11","87"
"CHM00058606","NANCHANG, CH","2010-07-12","87"
"CHM00058606","NANCHANG, CH","2010-07-13","86"
"CHM00058606","NANCHANG, CH","2010-07-14","81"
"CHM00058606","NANCHANG, CH","2010-07-15","81"
"CHM00058606","NANCHANG, CH","2010-07-16","84"
"CHM00058606","NANCHANG, CH","2010-07-17","87"
"CHM00058606","NANCHANG, CH","2010-07-18","88"
"CHM00058606","NANCHANG, CH","2010-07-19","88"
"CHM00058606","NANCHANG, CH","2010-07-20","87"
"CHM00058606","NANCHANG, CH","2010-07-21","86"
"CHM00058606","NANCHANG, CH","2010-07-22","89"
"CHM00058606","NANCHANG, CH","2010-07-23","86"
"CHM00058606","NANCHANG, CH","2010-07-24","88"
"CHM00058606","NANCHANG, CH","2010-07-25","89"
"CHM00058606","NANCHANG, CH","2010-07-26","88"
"CHM00058606","NANCHANG, CH","2010-07-27","83"
"CHM00058606","NANCHANG, CH","2010-07-28","87"
"CHM00058606","NANCHANG, CH","2010-07-29","89"
"CHM00058606","NANCHANG, CH","2010-07-30","89"
"CHM00058606","NANCHANG, CH","2010-07-31","87"
"CHM00058606","NANCHANG, CH","2010-08-01","90"
"CHM00058606","NANCHANG, CH","2010-08-02","93"
"CHM00058606","NANCHANG, CH","2010-08-03","94"
"CHM00058606","NANCHANG, CH","2010-08-04","95"
"CHM00058606","NANCHANG, CH","2010-08-05","92"
"CHM00058606","NANCHANG, CH","2010-08-06","84"
"CHM00058606","NANCHANG, CH","2010-08-07","88"
"CHM00058606","NANCHANG, CH","2010-08-08","90"
"CHM00058606","NANCHANG, CH","2010-08-09","90"
"CHM00058606","NANCHANG, CH","2010-08-10","92"
"CHM00058606","NANCHANG, CH","2010-08-11","92"
"CHM00058606","NANCHANG, CH","2010-08-12","92"
"CHM00058606","NANCHANG, CH","2010-08-13","92"
"CHM00058606","NANCHANG, CH","2010-08-14","93"
"CHM00058606","NANCHANG, CH","2010-08-15","93"
"CHM00058606","NANCHANG, CH","2010-08-16","85"
"CHM00058606","NANCHANG, CH","2010-08-17","88"
"CHM00058606","NANCHANG, CH","2010-08-18","90"
"CHM00058606","NANCHANG, CH","2010-08-19","81"
"CHM00058606","NANCHANG, CH","2010-08-20","82"
"CHM00058606","NANCHANG, CH","2010-08-21","87"
"CHM00058606","NANCHANG, CH","2010-08-22","89"
"CHM00058606","NANCHANG, CH","2010-08-23","90"
"CHM00058606","NANCHANG, CH","2010-08-24","86"
"CHM00058606","NANCHANG, CH","2010-08-25","82"
"CHM00058606","NANCHANG, CH","2010-08-26","78"
"CHM00058606","NANCHANG, CH","2010-08-27","74"
"CHM00058606","NANCHANG, CH","2010-08-28","76"
"CHM00058606","NANCHANG, CH","2010-08-29","80"
"CHM00058606","NANCHANG, CH","2010-08-30","82"
"CHM00058606","NANCHANG, CH","2010-08-31","85"
"CHM00058606","NANCHANG, CH","2010-09-01","84"
"CHM00058606","NANCHANG, CH","2010-09-02","82"
"CHM00058606","NANCHANG, CH","2010-09-03","82"
"CHM00058606","NANCHANG, CH","2010-09-04","80"
"CHM00058606","NANCHANG, CH","2010-09-05","82"
"CHM00058606","NANCHANG, CH","2010-09-06","86"
"CHM00058606","NANCHANG, CH","2010-09-07","88"
"CHM00058606","NANCHANG, CH","2010-09-08","87"
"CHM00058606","NANCHANG, CH","2010-09-09","83"
"CHM00058606","NANCHANG, CH","2010-09-10","83"
"CHM00058606","NANCHANG, CH","2010-09-11","79"
"CHM00058606","NANCHANG, CH","2010-09-12","80"
"CHM00058606","NANCHANG, CH","2010-09-13","82"
"CHM00058606","NANCHANG, CH","2010-09-14","85"
"CHM00058606","NANCHANG, CH","2010-09-15","83"
"CHM00058606","NANCHANG, CH","2010-09-16","85"
"CHM00058606","NANCHANG, CH","2010-09-17","87"
"CHM00058606","NANCHANG, CH","2010-09-18","87"
"CHM00058606","NANCHANG, CH","2010-09-19","88"
"CHM00058606","NANCHANG, CH","2010-09-20","87"
"CHM00058606","NANCHANG, CH","2010-09-21","85"
"CHM00058606","NANCHANG, CH","2010-09-22","79"
"CHM00058606","NANCHANG, CH","2010-09-23","64"
"CHM00058606","NANCHANG, CH","2010-09-24","67"
"CHM00058606","NANCHANG, CH","2010-09-25","69"
"CHM00058606","NANCHANG, CH","2010-09-26","69"
"CHM00058606","NANCHANG, CH","2010-09-27","68"
"CHM00058606","NANCHANG, CH","2010-09-28","69"
"CHM00058606","NANCHANG, CH","2010-09-29","64"
"CHM00058606","NANCHANG, CH","2010-09-30","67"
"CHM00058606","NANCHANG, CH","2010-10-01","71"
"CHM00058606","NANCHANG, CH","2010-10-02","70"
"CHM00058606","NANCHANG, CH","2010-10-03","71"
"CHM00058606","NANCHANG, CH","2010-10-04","71"
"CHM00058606","NANCHANG, CH","2010-10-05","70"
"CHM00058606","NANCHANG, CH","2010-10-06","69"
"CHM00058606","NANCHANG, CH","2010-10-07","69"
"CHM00058606","NANCHANG, CH","2010-10-08","71"
"CHM00058606","NANCHANG, CH","2010-10-09","71"
"CHM00058606","NANCHANG, CH","2010-10-10","68"
"CHM00058606","NANCHANG, CH","2010-10-11","69"
"CHM00058606","NANCHANG, CH","2010-10-12","69"
"CHM00058606","NANCHANG, CH","2010-10-13","67"
"CHM00058606","NANCHANG, CH","2010-10-14","63"
"CHM00058606","NANCHANG, CH","2010-10-15","65"
"CHM00058606","NANCHANG, CH","2010-10-16","67"
"CHM00058606","NANCHANG, CH","2010-10-17","69"
"CHM00058606","NANCHANG, CH","2010-10-18","71"
"CHM00058606","NANCHANG, CH","2010-10-19","71"
"CHM00058606","NANCHANG, CH","2010-10-20","70"
"CHM00058606","NANCHANG, CH","2010-10-21","68"
"CHM00058606","NANCHANG, CH","2010-10-22","67"
"CHM00058606","NANCHANG, CH","2010-10-23","65"
"CHM00058606","NANCHANG, CH","2010-10-24","66"
"CHM00058606","NANCHANG, CH","2010-10-25","63"
"CHM00058606","NANCHANG, CH","2010-10-26","56"
"CHM00058606","NANCHANG, CH","2010-10-27","55"
"CHM00058606","NANCHANG, CH","2010-10-28","56"
"CHM00058606","NANCHANG, CH","2010-10-29","57"
"CHM00058606","NANCHANG, CH","2010-10-30","59"
"CHM00058606","NANCHANG, CH","2010-10-31","59"
"CHM00058606","NANCHANG, CH","2010-11-01","60"
"CHM00058606","NANCHANG, CH","2010-11-02","62"
"CHM00058606","NANCHANG, CH","2010-11-03","61"
"CHM00058606","NANCHANG, CH","2010-11-04","60"
"CHM00058606","NANCHANG, CH","2010-11-05","62"
"CHM00058606","NANCHANG, CH","2010-11-06","60"
"CHM00058606","NANCHANG, CH","2010-11-07","62"
"CHM00058606","NANCHANG, CH","2010-11-08","65"
"CHM00058606","NANCHANG, CH","2010-11-09","62"
"CHM00058606","NANCHANG, CH","2010-11-10","63"
"CHM00058606","NANCHANG, CH","2010-11-11","62"
"CHM00058606","NANCHANG, CH","2010-11-12","64"
"CHM00058606","NANCHANG, CH","2010-11-13","65"
"CHM00058606","NANCHANG, CH","2010-11-14","64"
"CHM00058606","NANCHANG, CH","2010-11-15","53"
"CHM00058606","NANCHANG, CH","2010-11-16","52"
"CHM00058606","NANCHANG, CH","2010-11-17","55"
"CHM00058606","NANCHANG, CH","2010-11-18","57"
"CHM00058606","NANCHANG, CH","2010-11-19","59"
"CHM00058606","NANCHANG, CH","2010-11-20","59"
"CHM00058606","NANCHANG, CH","2010-11-21","59"
"CHM00058606","NANCHANG, CH","2010-11-22","57"
"CHM00058606","NANCHANG, CH","2010-11-23","55"
"CHM00058606","NANCHANG, CH","2010-11-24","53"
"CHM00058606","NANCHANG, CH","2010-11-25","54"
"CHM00058606","NANCHANG, CH","2010-11-26","54"
"CHM00058606","NANCHANG, CH","2010-11-27","58"
"CHM00058606","NANCHANG, CH","2010-11-28","57"
"CHM00058606","NANCHANG, CH","2010-11-29","57"
"CHM00058606","NANCHANG, CH","2010-11-30","58"
"CHM00058606","NANCHANG, CH","2010-12-01","55"
"CHM00058606","NANCHANG, CH","2010-12-02","59"
"CHM00058606","NANCHANG, CH","2010-12-03","59"
"CHM00058606","NANCHANG, CH","2010-12-04","57"
"CHM00058606","NANCHANG, CH","2010-12-05","60"
"CHM00058606","NANCHANG, CH","2010-12-06","57"
"CHM00058606","NANCHANG, CH","2010-12-07","50"
"CHM00058606","NANCHANG, CH","2010-12-08","49"
"CHM00058606","NANCHANG, CH","2010-12-09","53"
"CHM00058606","NANCHANG, CH","2010-12-10","54"
"CHM00058606","NANCHANG, CH","2010-12-11","56"
"CHM00058606","NANCHANG, CH","2010-12-12","51"
"CHM00058606","NANCHANG, CH","2010-12-13","52"
"CHM00058606","NANCHANG, CH","2010-12-14","46"
"CHM00058606","NANCHANG, CH","2010-12-15","34"
"CHM00058606","NANCHANG, CH","2010-12-16","33"
"CHM00058606","NANCHANG, CH","2010-12-17","36"
"CHM00058606","NANCHANG, CH","2010-12-18","41"
"CHM00058606","NANCHANG, CH","2010-12-19","48"
"CHM00058606","NANCHANG, CH","2010-12-20","49"
"CHM00058606","NANCHANG, CH","2010-12-21","52"
"CHM00058606","NANCHANG, CH","2010-12-22","51"
"CHM00058606","NANCHANG, CH","2010-12-23","51"
"CHM00058606","NANCHANG, CH","2010-12-24","43"
"CHM00058606","NANCHANG, CH","2010-12-25","34"
"CHM00058606","NANCHANG, CH","2010-12-26","38"
"CHM00058606","NANCHANG, CH","2010-12-27","40"
"CHM00058606","NANCHANG, CH","2010-12-28","47"
"CHM00058606","NANCHANG, CH","2010-12-29","49"
"CHM00058606","NANCHANG, CH","2010-12-30","47"
"CHM00058606","NANCHANG, CH","2010-12-31","40"
"CHM00058606","NANCHANG, CH","2011-01-01","37"
"CHM00058606","NANCHANG, CH","2011-01-02","33"
"CHM00058606","NANCHANG, CH","2011-01-03","34"
"CHM00058606","NANCHANG, CH","2011-01-04","37"
"CHM00058606","NANCHANG, CH","2011-01-05","38"
"CHM00058606","NANCHANG, CH","2011-01-06","36"
"CHM00058606","NANCHANG, CH","2011-01-07","35"
"CHM00058606","NANCHANG, CH","2011-01-08","37"
"CHM00058606","NANCHANG, CH","2011-01-09","41"
"CHM00058606","NANCHANG, CH","2011-01-10","35"
"CHM00058606","NANCHANG, CH","2011-01-11","37"
"CHM00058606","NANCHANG, CH","2011-01-12","36"
"CHM00058606","NANCHANG, CH","2011-01-13","40"
"CHM00058606","NANCHANG, CH","2011-01-14","42"
"CHM00058606","NANCHANG, CH","2011-01-15","42"
"CHM00058606","NANCHANG, CH","2011-01-16","35"
"CHM00058606","NANCHANG, CH","2011-01-17","34"
"CHM00058606","NANCHANG, CH","2011-01-18","32"
"CHM00058606","NANCHANG, CH","2011-01-19","32"
"CHM00058606","NANCHANG, CH","2011-01-20","34"
"CHM00058606","NANCHANG, CH","2011-01-21","35"
"CHM00058606","NANCHANG, CH","2011-01-22","35"
"CHM00058606","NANCHANG, CH","2011-01-23","37"
"CHM00058606","NANCHANG, CH","2011-01-24","40"
"CHM00058606","NANCHANG, CH","2011-01-25","39"
"CHM00058606","NANCHANG, CH","2011-01-26","40"
"CHM00058606","NANCHANG, CH","2011-01-27","37"
"CHM00058606","NANCHANG, CH","2011-01-28","37"
"CHM00058606","NANCHANG, CH","2011-01-29","37"
"CHM00058606","NANCHANG, CH","2011-01-30","38"
"CHM00058606","NANCHANG, CH","2011-01-31","39"
"CHM00058606","NANCHANG, CH","2011-02-01","42"
"CHM00058606","NANCHANG, CH","2011-02-02","39"
"CHM00058606","NANCHANG, CH","2011-02-03","42"
"CHM00058606","NANCHANG, CH","2011-02-04","47"
"CHM00058606","NANCHANG, CH","2011-02-05","51"
"CHM00058606","NANCHANG, CH","2011-02-06","54"
"CHM00058606","NANCHANG, CH","2011-02-07","57"
"CHM00058606","NANCHANG, CH","2011-02-08","64"
"CHM00058606","NANCHANG, CH","2011-02-09","54"
"CHM00058606","NANCHANG, CH","2011-02-10","40"
"CHM00058606","NANCHANG, CH","2011-02-11","40"
"CHM00058606","NANCHANG, CH","2011-02-12","38"
"CHM00058606","NANCHANG, CH","2011-02-13","38"
"CHM00058606","NANCHANG, CH","2011-02-14","40"
"CHM00058606","NANCHANG, CH","2011-02-15","37"
"CHM00058606","NANCHANG, CH","2011-02-16","39"
"CHM00058606","NANCHANG, CH","2011-02-17","43"
"CHM00058606","NANCHANG, CH","2011-02-18","45"
"CHM00058606","NANCHANG, CH","2011-02-19","44"
"CHM00058606","NANCHANG, CH","2011-02-20","46"
"CHM00058606","NANCHANG, CH","2011-02-21","49"
"CHM00058606","NANCHANG, CH","2011-02-22","52"
"CHM00058606","NANCHANG, CH","2011-02-23","56"
"CHM00058606","NANCHANG, CH","2011-02-24","56"
"CHM00058606","NANCHANG, CH","2011-02-25","61"
"CHM00058606","NANCHANG, CH","2011-02-26","61"
"CHM00058606","NANCHANG, CH","2011-02-27","56"
"CHM00058606","NANCHANG, CH","2011-02-28","45"
"CHM00058606","NANCHANG, CH","2011-03-01","42"
"CHM00058606","NANCHANG, CH","2011-03-02","44"
"CHM00058606","NANCHANG, CH","2011-03-03","47"
"CHM00058606","NANCHANG, CH","2011-03-04","47"
"CHM00058606","NANCHANG, CH","2011-03-05","47"
"CHM00058606","NANCHANG, CH","2011-03-06","48"
"CHM00058606","NANCHANG, CH","2011-03-07","49"
"CHM00058606","NANCHANG, CH","2011-03-08","51"
"CHM00058606","NANCHANG, CH","2011-03-09","57"
"CHM00058606","NANCHANG, CH","2011-03-10","55"
"CHM00058606","NANCHANG, CH","2011-03-11","53"
"CHM00058606","NANCHANG, CH","2011-03-12","57"
"CHM00058606","NANCHANG, CH","2011-03-13","58"
"CHM00058606","NANCHANG, CH","2011-03-14","64"
"CHM00058606","NANCHANG, CH","2011-03-15","45"
"CHM00058606","NANCHANG, CH","2011-03-16","49"
"CHM00058606","NANCHANG, CH","2011-03-17","54"
"CHM00058606","NANCHANG, CH","2011-03-18","53"
"CHM00058606","NANCHANG, CH","2011-03-19","54"
"CHM00058606","NANCHANG, CH","2011-03-20","58"
"CHM00058606","NANCHANG, CH","2011-03-21","49"
"CHM00058606","NANCHANG, CH","2011-03-22","45"
"CHM00058606","NANCHANG, CH","2011-03-23","51"
"CHM00058606","NANCHANG, CH","2011-03-24","54"
"CHM00058606","NANCHANG, CH","2011-03-25","53"
"CHM00058606","NANCHANG, CH","2011-03-26","56"
"CHM00058606","NANCHANG, CH","2011-03-27","57"
"CHM00058606","NANCHANG, CH","2011-03-28","58"
"CHM00058606","NANCHANG, CH","2011-03-29","63"
"CHM00058606","NANCHANG, CH","2011-03-30","62"
"CHM00058606","NANCHANG, CH","2011-03-31","64"
"CHM00058606","NANCHANG, CH","2011-04-01","69"
"CHM00058606","NANCHANG, CH","2011-04-02","69"
"CHM00058606","NANCHANG, CH","2011-04-03","46"
"CHM00058606","NANCHANG, CH","2011-04-04","51"
"CHM00058606","NANCHANG, CH","2011-04-05","58"
"CHM00058606","NANCHANG, CH","2011-04-06","60"
"CHM00058606","NANCHANG, CH","2011-04-07","56"
"CHM00058606","NANCHANG, CH","2011-04-08","61"
"CHM00058606","NANCHANG, CH","2011-04-09","63"
"CHM00058606","NANCHANG, CH","2011-04-10","65"
"CHM00058606","NANCHANG, CH","2011-04-11","66"
"CHM00058606","NANCHANG, CH","2011-04-12","63"
"CHM00058606","NANCHANG, CH","2011-04-13","62"
"CHM00058606","NANCHANG, CH","2011-04-14","71"
"CHM00058606","NANCHANG, CH","2011-04-15","76"
"CHM00058606","NANCHANG, CH","2011-04-16","67"
"CHM00058606","NANCHANG, CH","2011-04-17","65"
"CHM00058606","NANCHANG, CH","2011-04-18","69"
"CHM00058606","NANCHANG, CH","2011-04-19","66"
"CHM00058606","NANCHANG, CH","2011-04-20","68"
"CHM00058606","NANCHANG, CH","2011-04-21","69"
"CHM00058606","NANCHANG, CH","2011-04-22","69"
"CHM00058606","NANCHANG, CH","2011-04-23","69"
"CHM00058606","NANCHANG, CH","2011-04-24","74"
"CHM00058606","NANCHANG, CH","2011-04-25","77"
"CHM00058606","NANCHANG, CH","2011-04-26","79"
"CHM00058606","NANCHANG, CH","2011-04-27","80"
"CHM00058606","NANCHANG, CH","2011-04-28","75"
"CHM00058606","NANCHANG, CH","2011-04-29","80"
"CHM00058606","NANCHANG, CH","2011-04-30","73"
"CHM00058606","NANCHANG, CH","2011-05-01","77"
"CHM00058606","NANCHANG, CH","2011-05-02","68"
"CHM00058606","NANCHANG, CH","2011-05-03","61"
"CHM00058606","NANCHANG, CH","2011-05-04","64"
"CHM00058606","NANCHANG, CH","2011-05-05","70"
"CHM00058606","NANCHANG, CH","2011-05-06","77"
"CHM00058606","NANCHANG, CH","2011-05-07","82"
"CHM00058606","NANCHANG, CH","2011-05-08","81"
"CHM00058606","NANCHANG, CH","2011-05-09","80"
"CHM00058606","NANCHANG, CH","2011-05-10","84"
"CHM00058606","NANCHANG, CH","2011-05-11","71"
"CHM00058606","NANCHANG, CH","2011-05-12","71"
"CHM00058606","NANCHANG, CH","2011-05-13","75"
"CHM00058606","NANCHANG, CH","2011-05-14","73"
"CHM00058606","NANCHANG, CH","2011-05-15","73"
"CHM00058606","NANCHANG, CH","2011-05-16","71"
"CHM00058606","NANCHANG, CH","2011-05-17","74"
"CHM00058606","NANCHANG, CH","2011-05-18","79"
"CHM00058606","NANCHANG, CH","2011-05-19","83"
"CHM00058606","NANCHANG, CH","2011-05-20","85"
"CHM00058606","NANCHANG, CH","2011-05-21","80"
"CHM00058606","NANCHANG, CH","2011-05-22","62"
"CHM00058606","NANCHANG, CH","2011-05-23","59"
"CHM00058606","NANCHANG, CH","2011-05-24","63"
"CHM00058606","NANCHANG, CH","2011-05-25","68"
"CHM00058606","NANCHANG, CH","2011-05-26","72"
"CHM00058606","NANCHANG, CH","2011-05-27","75"
"CHM00058606","NANCHANG, CH","2011-05-28","78"
"CHM00058606","NANCHANG, CH","2011-05-29","76"
"CHM00058606","NANCHANG, CH","2011-05-30","78"
"CHM00058606","NANCHANG, CH","2011-05-31","78"
"CHM00058606","NANCHANG, CH","2011-06-01","72"
"CHM00058606","NANCHANG, CH","2011-06-02","73"
"CHM00058606","NANCHANG, CH","2011-06-03","69"
"CHM00058606","NANCHANG, CH","2011-06-04","74"
"CHM00058606","NANCHANG, CH","2011-06-05","73"
"CHM00058606","NANCHANG, CH","2011-06-06","74"
"CHM00058606","NANCHANG, CH","2011-06-07","79"
"CHM00058606","NANCHANG, CH","2011-06-08","84"
"CHM00058606","NANCHANG, CH","2011-06-09","87"
"CHM00058606","NANCHANG, CH","2011-06-10","81"
"CHM00058606","NANCHANG, CH","2011-06-11","80"
"CHM00058606","NANCHANG, CH","2011-06-12","80"
"CHM00058606","NANCHANG, CH","2011-06-13","74"
"CHM00058606","NANCHANG, CH","2011-06-14","76"
"CHM00058606","NANCHANG, CH","2011-06-15","72"
